Gemeindename,Median Einkommen,Ergänzungsleistungen in % zu Median,Einkommen aus Vermögenserträgen,Frei verfügbares Einkommen,Kanton,Id,12500,15000,17500,20000,25000,30000,35000,40000,45000,50000,60000,70000,80000,90000,100000,125000,150000,175000,200000,250000,300000,400000,500000,1000000,Total Aktiven,Finanzvermögen¹,Verwaltungsvermögen,Total Passiven,Fremdkapital,Eigenkapital,Spezielfinanzierung EK,Fond im EK,Aufwertungsreserven,überiges Eigentkapital,Bilanzüberschuss,score,score_normalized,rank
Reiden,88881.0,3.5,0.0,29738.0,LU,1140,0.4,0.6025,1.0021428571428572,1.556875,4.059,6.3149999999999995,8.023571428571428,9.092500000000001,9.876666666666667,10.5465,11.834583333333333,12.724285714285713,13.444687499999999,14.005,14.432,15.208250000000001,15.871666666666668,16.460285714285714,16.976656249999998,17.943865000000002,18.62607083333333,19.478828125,19.985552500000004,20.207639999999998,80544934,26847043,53697891,80544934,58101205,22443729,3938980,157215,0,0,18347534,5730361,0.5716899011996621,39.0
Altishofen,103200.0,2.2,0.5,32644.0,LU,1123,0.4,0.5695666666666667,0.9144857142857143,1.396975,3.586840000000001,5.562733333333334,7.059342857142859,7.995300000000001,8.681822222222223,9.26834,10.396783333333333,11.176171428571429,11.807337500000001,12.298244444444446,12.672320000000001,13.352370000000002,13.933800000000002,14.449817142857146,14.902571250000001,15.750827400000004,16.349155500000002,17.097065625000003,17.5414849,18.438977050000002,27343168,13569690,13773478,27343168,6820858,20522311,4876009,56841,4775488,0,10813973,5257168,0.5244817655484577,40.0
Büron,100634.0,3.9,0.0,31208.0,LU,1082,0.4,0.6040833333333334,1.006357142857143,1.5645625,4.0817000000000005,6.351166666666668,8.069928571428573,9.14525,9.934111111111111,10.60795,11.903708333333334,12.798714285714286,13.52340625,14.087055555555555,14.516600000000002,15.297474999999999,15.964833333333337,16.556942857142857,17.076371875000003,18.0492995,18.735537916666665,19.5933359375,20.03664,20.207639999999998,29638357,15790680,13847677,29638357,9401704,20236653,9508430,60497,1095408,0,9572319,5184469,0.5172289442816449,41.0
Grosswangen,99400.0,2.4,0.3,32960.0,LU,1086,0.4,0.5803333333333333,0.9431428571428572,1.4492500000000001,3.7412,5.808666666666666,7.3745714285714286,8.354000000000001,9.072444444444445,9.6862,10.866833333333332,11.682285714285713,12.342625,12.856222222222222,13.2476,13.9591,14.567333333333332,15.107085714285711,15.5806375,16.467782,17.093531666666664,17.87571875,18.340507,19.2791315,38870697,15100776,23769921,38870697,19069325,19801372,4586994,51247,1797037,0,13366094,5075033,0.5063110534144403,42.0
Hergiswil,93052.0,3.2,0.0,27315.0,LU,1132,0.4,0.6025,1.0021428571428572,1.556875,4.059,6.3149999999999995,8.023571428571428,9.092500000000001,9.876666666666667,10.5465,11.834583333333333,12.724285714285713,13.444687499999999,14.005,14.432,15.208250000000001,15.871666666666668,16.460285714285714,16.976656249999998,17.943865000000002,18.62607083333333,19.478828125,19.985552500000004,20.207639999999998,31292514,12135751,19156762,31292514,12381295,18911219,10552814,80239,0,0,8278165,4849319,0.48379267902940926,43.0
Hohenrain,109345.0,1.7,1.6,34885.0,LU,1032,0.4,0.6025,1.0021428571428572,1.556875,4.059,6.3149999999999995,8.023571428571428,9.092500000000001,9.876666666666667,10.5465,11.834583333333333,12.724285714285713,13.444687499999999,14.005,14.432,15.208250000000001,15.871666666666668,16.460285714285714,16.976656249999998,17.943865000000002,18.62607083333333,19.478828125,19.985552500000004,20.207639999999998,36227877,14513146,21714731,36227877,18014794,18213083,11295524,95779,0,0,6821779,4682932,0.4671930673136887,44.0
Wauwil,103176.0,3.6,0.9,34481.0,LU,1146,0.4,0.5898333333333333,0.9684285714285714,1.495375,3.8773999999999997,6.025666666666666,7.652714285714285,8.670499999999999,9.417111111111112,10.0549,11.281583333333332,12.128857142857141,12.814937499999997,13.348555555555555,13.755199999999999,14.49445,15.126333333333333,15.687028571428572,16.17893125,17.100389000000003,17.750334166666665,18.562765625,19.0455265,20.020444249999997,29580846,8757376,20823470,29580846,11987118,17593728,4804929,177929,0,0,12610870,4525009,0.45143786720201085,45.0
Inwil,111301.0,1.6,0.1,36431.0,LU,1033,0.4,0.5702,0.9161714285714286,1.4000499999999998,3.5959200000000004,5.5772,7.077885714285714,8.0164,8.7048,9.29292,10.424433333333335,11.205942857142858,11.838825000000002,12.331066666666668,12.70616,13.388060000000001,13.971066666666667,14.488480000000001,14.9424575,15.7930012,16.392942333333334,17.14286875,17.588486200000002,18.4883979,27066970,11452399,15614572,27066970,9846264,17220706,6073523,444401,1506144,0,9196638,4435817,0.4425396205352127,46.0
Ettiswil,101222.0,2.7,0.9,33562.0,LU,1128,0.4,0.5892,0.9667428571428571,1.4923000000000002,3.86832,6.0112000000000005,7.634171428571429,8.6494,9.394133333333333,10.03032,11.253933333333332,12.099085714285716,12.783449999999998,13.315733333333332,13.721360000000002,14.458760000000002,15.089066666666664,15.648365714285713,16.139045,17.058215200000003,17.706547333333333,18.5169625,18.998525200000003,19.9710234,27498562,7696540,19802022,27498562,10372244,17126319,5216688,332000,0,0,11577630,4407180,0.43968264805116597,47.0
Schwarzenberg,104059.0,2.0,5.1,33450.0,LU,1066,0.4,0.5993333333333334,0.9937142857142858,1.5415,4.0136,6.2426666666666675,7.9308571428571435,8.987,9.761777777777777,10.4236,11.696333333333333,12.575428571428574,13.28725,13.840888888888891,14.2628,15.029799999999998,15.685333333333334,16.266971428571427,16.777225,17.732996,18.407136666666666,19.2498125,19.750546000000003,20.207639999999998,25995294,9939258,16056036,25995294,10204437,15790857,8275958,8508,0,0,7506391,4074733,0.40651604779960687,48.0
Rain,121140.0,1.6,3.2,39397.0,LU,1037,0.4,0.5765333333333332,0.9330285714285714,1.4307999999999998,3.6867199999999998,5.721866666666667,7.263314285714285,8.2274,8.934577777777777,9.53872,10.700933333333333,11.503657142857142,12.153699999999999,12.659288888888886,13.044559999999999,13.74496,14.343733333333333,14.875108571428571,15.34132,16.2147392,16.830810666666665,17.600899999999996,18.0584992,18.982606399999998,51272154,36640455,14631698,51272154,35526066,15746088,4744277,28687,2159032,0,8814092,4072082,0.4062515705828869,49.0
Nebikon,100436.0,2.5,0.0,32818.0,LU,1137,0.4,0.5759,0.9313428571428571,1.427725,3.6776400000000002,5.7074,7.244771428571428,8.206299999999999,8.9116,9.51414,10.673283333333334,11.473885714285714,12.1222125,12.626466666666666,13.010720000000001,13.709270000000002,14.306466666666667,14.836445714285714,15.301433750000001,16.1725654,16.787023833333333,17.555096874999997,18.011497900000002,18.93318555,31731609,10878663,20852947,31731609,15965015,15766594,10321473,11550,2254429,0,3179141,4066856,0.4057301982952301,50.0
Meierskappel,124687.0,1.7,4.6,42364.0,LU,1064,0.4,0.5993333333333334,0.9937142857142858,1.5415,4.0136,6.2426666666666675,7.9308571428571435,8.987,9.761777777777777,10.4236,11.696333333333333,12.575428571428574,13.28725,13.840888888888891,14.2628,15.029799999999998,15.685333333333334,16.266971428571427,16.777225,17.732996,18.407136666666666,19.2498125,19.750546000000003,20.207639999999998,22780153,12925979,9854173,22780153,7473891,15306261,3715870,24000,0,0,11566391,3963898,0.39545858559094943,51.0
Knutwil,116940.0,1.5,5.8,37229.0,LU,1089,0.4,0.593,0.9768571428571429,1.51075,3.9228,6.097999999999999,7.74542857142857,8.776,9.531999999999998,10.1778,11.419833333333333,12.277714285714286,12.972375,13.512666666666668,13.9244,14.6729,15.312666666666663,15.880342857142857,16.378362499999998,17.311258,17.96926833333333,18.79178125,19.280533,20.207639999999998,33839296,11960037,21879259,33839296,19885293,13954003,5261277,65411,1048073,0,7579242,3621960,0.3613451150022011,52.0
Aesch,105910.0,2.7,1.5,36123.0,LU,1021,0.4,0.5803333333333333,0.9431428571428572,1.4492500000000001,3.7412,5.808666666666666,7.3745714285714286,8.354000000000001,9.072444444444445,9.6862,10.866833333333332,11.682285714285713,12.342625,12.856222222222222,13.2476,13.9591,14.567333333333332,15.107085714285711,15.5806375,16.467782,17.093531666666664,17.87571875,18.340507,19.2791315,21466150,11552799,9913351,21466150,7704460,13761690,8167324,0,2860,0,5591506,3568367,0.3559984052792023,53.0
Geuensee,105098.0,3.3,3.3,33466.0,LU,1085,0.4,0.6012333333333333,0.9987714285714284,1.550725,4.040839999999999,6.286066666666666,7.986485714285712,9.050299999999998,9.83071111111111,10.497339999999998,11.779283333333332,12.664742857142858,13.381712499999999,13.939355555555554,14.364319999999998,15.13687,15.797133333333333,16.38296,16.896883749999997,17.859517399999998,18.538497166666662,19.387221874999998,19.891549899999998,20.207639999999998,30103553,10552913,19550639,30103553,16637760,13465793,3332827,735918,5999578,0,3397470,3493986,0.3485777791544028,54.0
Luthern,82343.0,4.2,0.0,23407.0,LU,1135,0.4,0.6151666666666668,1.0358571428571428,1.6183750000000001,4.240600000000001,6.604333333333335,8.394428571428572,9.5145,10.336222222222222,11.0381,12.387583333333334,13.319714285714287,14.0744375,14.661444444444447,15.1088,15.922049999999999,16.617,17.233542857142858,17.77438125,18.787341000000005,19.5018075,19.9557,20.03664,20.207639999999998,22789174,9091712,13697463,22789174,10006222,12782953,5377405,89626,1536770,0,5779152,3311898,0.33041175597896166,55.0
Pfaffnau,94985.0,2.7,0.0,33555.0,LU,1139,0.4,0.5835000000000001,0.9515714285714284,1.4646249999999998,3.7865999999999995,5.881,7.467285714285714,8.459499999999998,9.187333333333331,9.809099999999999,11.005083333333332,11.831142857142856,12.5000625,13.020333333333333,13.416799999999999,14.13755,14.753666666666668,15.300399999999998,15.780068749999998,16.678651,17.31246583333333,18.104734375,18.575513500000003,19.526235749999998,23091001,9711521,13379480,23091001,11088592,12002409,3684221,92039,4155153,0,4070996,3123084,0.31157471290172567,56.0
Mauensee,127603.0,1.4,4.9,41562.0,LU,1091,0.4,0.5835000000000001,0.9515714285714285,1.464625,3.7866000000000004,5.881000000000001,7.467285714285715,8.4595,9.187333333333333,9.809099999999999,11.005083333333333,11.831142857142858,12.5000625,13.020333333333333,13.4168,14.13755,14.753666666666668,15.3004,15.780068750000002,16.678651,17.31246583333333,18.104734375,18.575513500000003,19.52623575,17939830,12369588,5570242,17939830,6084972,11854858,3561452,20055,1978246,0,6295104,3102505,0.3095216474008283,57.0
Hildisrieden,126359.0,1.6,5.7,42999.0,LU,1088,0.4,0.5645,0.901,1.3723750000000001,3.5141999999999998,5.447,6.910999999999999,7.8265,8.498,9.0717,10.175583333333332,10.937999999999999,11.5554375,12.035666666666668,12.4016,13.066849999999999,13.635666666666665,14.140514285714284,14.58348125,15.413437,15.998860833333332,16.730640625,17.1654745,18.043610249999997,23172907,10370963,12801944,23172907,11439333,11733575,3282163,0,1141929,0,7309482,3071563,0.3064347164163895,58.0
Greppen,117522.0,2.1,7.7,39713.0,LU,1056,0.4,0.5771666666666667,0.9347142857142856,1.433875,3.6958000000000006,5.7363333333333335,7.281857142857143,8.2485,8.957555555555556,9.563300000000002,10.728583333333335,11.533428571428573,12.1851875,12.69211111111111,13.078399999999998,13.78065,14.381,14.91377142857143,15.381206250000002,16.256913,16.8745975,17.646703125,18.105500499999998,19.03202725,19258064,7001531,12256533,19258064,8324524,10933541,1562173,182280,380000,0,8809088,2867136,0.28604004120612897,59.0
Eich,133521.0,0.8,8.6,47687.0,LU,1084,0.4,0.5429666666666666,0.8436857142857142,1.267825,3.20548,4.9551333333333325,6.280542857142857,7.1091,7.716755555555556,8.23598,9.235483333333333,9.925771428571428,10.484862499999998,10.919711111111111,11.251040000000001,11.853390000000001,12.3686,12.825977142857143,13.22734875,13.979527800000003,14.5101085,15.173334375,15.567430300000002,16.36330135,24618093,13280827,11337266,24618093,13740782,10877310,2995756,3790,902429,0,6975336,2861079,0.28543576414023974,60.0
Wolhusen,89510.0,5.6,0.0,28739.0,LU,1107,0.4,0.6088333333333332,1.019,1.5876249999999998,4.149799999999999,6.459666666666666,8.209,9.3035,10.106444444444444,10.7923,12.111083333333331,13.022,13.7595625,14.333222222222222,14.7704,15.56515,16.24433333333333,16.846914285714284,17.375518749999998,18.365603,19.063939166666664,19.936859374999997,20.03664,20.207639999999998,60034935,22290678,37744257,60034935,49182543,10852392,6393726,33253,-1711165,0,6136578,2832841,0.28261859792155364,61.0
Dierikon,104030.0,4.4,0.0,34097.0,LU,1053,0.4,0.5733666666666667,0.9246000000000001,1.4154250000000002,3.64132,5.649533333333333,7.1706,8.1219,8.819688888888889,9.41582,10.562683333333332,11.3548,11.9962625,12.495177777777776,12.875359999999999,13.566510000000001,14.157399999999997,14.681794285714286,15.14188875,16.0038702,16.611876499999997,17.371884375,17.823492700000003,18.73550215,19311578,13555828,5755749,19311578,8591259,10720318,4350968,0,0,0,6369350,2807084,0.2800489488566519,62.0
Ufhusen,99563.0,1.8,0.1,30584.0,LU,1145,0.4,0.6151666666666668,1.0358571428571428,1.6183750000000001,4.240600000000001,6.604333333333335,8.394428571428572,9.5145,10.336222222222222,11.0381,12.387583333333334,13.319714285714287,14.0744375,14.661444444444447,15.1088,15.922049999999999,16.617,17.233542857142858,17.77438125,18.787341000000005,19.5018075,19.9557,20.03664,20.207639999999998,19970773,12954225,7016548,19970773,9342048,10628725,1783310,0,805640,0,8039775,2781951,0.2775415531992315,63.0
Werthenstein,90748.0,4.6,0.0,27937.0,LU,1009,0.4,0.6088333333333332,1.019,1.5876249999999998,4.149799999999999,6.459666666666666,8.209,9.3035,10.106444444444444,10.7923,12.111083333333331,13.022,13.7595625,14.333222222222222,14.7704,15.56515,16.24433333333333,16.846914285714284,17.375518749999998,18.365603,19.063939166666664,19.936859374999997,20.03664,20.207639999999998,23840924,8850310,14990614,23840924,14778505,9062419,2677557,85647,-370846,0,6670061,2385967,0.23803617930801468,64.0
Egolzwil,107903.0,2.2,2.2,37378.0,LU,1127,0.4,0.5866666666666667,0.96,1.48,3.832,5.953333333333333,7.5600000000000005,8.565000000000001,9.302222222222223,9.932,11.143333333333333,11.98,12.657499999999999,13.184444444444443,13.586,14.316,14.940000000000001,15.493714285714285,15.9795,16.88952,17.5314,18.33375,18.81052,19.77334,17288578,7262487,10026091,17288578,8302806,8985772,3771262,37334,726797,0,4450380,2375384,0.236980365507733,65.0
Römerswil,102438.0,1.5,1.1,32393.0,LU,1039,0.4,0.5993333333333334,0.9937142857142858,1.5415,4.0136,6.2426666666666675,7.9308571428571435,8.987,9.761777777777777,10.4236,11.696333333333333,12.575428571428574,13.28725,13.840888888888891,14.2628,15.029799999999998,15.685333333333334,16.266971428571427,16.777225,17.732996,18.407136666666666,19.2498125,19.750546000000003,20.207639999999998,15999841,6073240,9926601,15999841,7077961,8921880,3937845,0,0,0,4984035,2356678,0.23511415999435595,66.0
Hasle,88140.0,3.0,0.3,28964.0,LU,1005,0.4,0.6151666666666668,1.0358571428571428,1.6183750000000001,4.240600000000001,6.604333333333335,8.394428571428572,9.5145,10.336222222222222,11.0381,12.387583333333334,13.319714285714287,14.0744375,14.661444444444447,15.1088,15.922049999999999,16.617,17.233542857142858,17.77438125,18.787341000000005,19.5018075,19.9557,20.03664,20.207639999999998,20981542,8207608,12773934,20981542,12665342,8316200,3248275,47051,0,0,5020875,2198108,0.2192944118784466,67.0
Wikon,96475.0,2.9,2.0,32790.0,LU,1147,0.4,0.5898333333333333,0.9684285714285714,1.495375,3.8773999999999997,6.025666666666666,7.652714285714285,8.670499999999999,9.417111111111112,10.0549,11.281583333333332,12.128857142857141,12.814937499999997,13.348555555555555,13.755199999999999,14.49445,15.126333333333333,15.687028571428572,16.17893125,17.100389000000003,17.750334166666665,18.562765625,19.0455265,20.020444249999997,16183492,11687386,4496105,16183492,9301946,6881546,1575942,99223,802111,0,4404270,1843613,0.183928191229211,68.0
Romoos,77534.0,3.8,0.0,24193.0,LU,1007,0.4,0.6025,1.0021428571428572,1.556875,4.059,6.3149999999999995,8.023571428571428,9.092500000000001,9.876666666666667,10.5465,11.834583333333333,12.724285714285713,13.444687499999999,14.005,14.432,15.208250000000001,15.871666666666668,16.460285714285714,16.976656249999998,17.943865000000002,18.62607083333333,19.478828125,19.985552500000004,20.207639999999998,7584044,2402308,5181736,7584044,1241493,6342551,579826,204486,1365246,0,4192993,1699393,0.16954007195522194,69.0
Schongau,114780.0,1.7,5.4,36270.0,LU,1041,0.4,0.6006,0.9970857142857145,1.54765,4.031760000000001,6.271600000000001,7.967942857142858,9.029200000000003,9.807733333333335,10.472760000000001,11.751633333333336,12.634971428571431,13.350225000000002,13.906533333333334,14.330480000000001,15.101180000000003,15.75986666666667,16.344297142857144,16.856997500000002,17.817343600000004,18.494710333333337,19.341418750000006,19.844548600000003,20.207639999999998,11358994,5237476,6121519,11358994,5491121,5867873,768858,1809595,0,0,3289419,1599347,0.15955897515252113,70.0
Grossdietwil,92163.0,2.4,0.0,31976.0,LU,1131,0.4,0.6075666666666666,1.0156285714285715,1.5814750000000002,4.13164,6.4307333333333325,8.171914285714287,9.2613,10.060488888888889,10.74314,12.055783333333334,12.962457142857142,13.696587500000001,14.267577777777776,14.70272,15.493770000000001,16.169800000000002,16.76958857142857,17.29574625,18.281255400000003,18.9763655,19.845253125,20.03664,20.207639999999998,8630707,3269433,5361274,8630707,2922258,5708449,1544657,6400,0,0,4157391,1548182,0.15445449503427364,71.0
Gisikon,121766.0,2.0,3.3,42296.0,LU,1055,0.4,0.5575333333333333,0.8824571428571428,1.3385500000000001,3.41432,5.287866666666667,6.707028571428572,7.594400000000001,8.245244444444445,8.80132,9.871433333333334,10.610514285714286,11.209075,11.674622222222222,12.02936,12.67426,13.22573333333333,13.715222857142855,14.144732500000002,14.9495252,15.517205666666667,16.22680625,16.648460200000002,17.4999809,20463948,11884876,8579072,20463948,14980192,5483757,190723,0,0,0,5293033,1506813,0.15032731360142346,72.0
Ermensee,110197.0,2.2,5.3,35207.0,LU,1025,0.4,0.5917333333333332,0.9734857142857144,1.5046,3.90464,6.069066666666667,7.708342857142856,8.7338,9.486044444444445,10.12864,11.364533333333334,12.218171428571429,12.909400000000002,13.447022222222222,13.85672,14.60152,15.238133333333334,15.803017142857142,16.298589999999997,17.226910400000005,17.881694666666665,18.700174999999998,19.186530400000002,20.1687068,10373722,5777430,4596292,10373722,5752894,4620828,2582142,36141,54949,0,1947597,1285295,0.12822755347567452,73.0
Doppleschwand,92314.0,2.5,2.7,31069.0,LU,1001,0.4,0.6120000000000001,1.0274285714285716,1.6030000000000002,4.195200000000001,6.532,8.301714285714286,9.409,10.221333333333334,10.9152,12.249333333333334,13.170857142857143,13.917000000000002,14.497333333333334,14.9396,15.743599999999999,16.430666666666667,17.04022857142857,17.57495,18.576472000000003,19.282873333333335,19.9557,20.03664,20.207639999999998,10296396,3170088,7126309,10296396,5676034,4620362,2032724,96632,0,0,2491006,1276236,0.12732378165135705,74.0
Fischbach,97530.0,2.9,2.4,30127.0,LU,1129,0.4,0.6139,1.0324857142857142,1.612225,4.22244,6.575399999999999,8.357342857142855,9.472299999999999,10.290266666666668,10.988939999999998,12.332283333333333,13.260171428571427,14.011462499999999,14.5958,15.04112,15.850669999999997,16.542466666666662,17.15621714285714,17.69460875,18.7029934,19.414233833333334,19.9557,20.03664,20.207639999999998,7408495,3617565,3790931,7408495,3033939,4374557,908033,5953,503670,0,2956901,1217392,0.12145320551379907,75.0
Alberswil,100932.0,2.0,0.3,33212.0,LU,1121,0.4,0.5892,0.9667428571428571,1.4923000000000002,3.86832,6.0112000000000005,7.634171428571429,8.6494,9.394133333333333,10.03032,11.253933333333332,12.099085714285716,12.783449999999998,13.315733333333332,13.721360000000002,14.458760000000002,15.089066666666664,15.648365714285713,16.139045,17.058215200000003,17.706547333333333,18.5169625,18.998525200000003,19.9710234,8323012,4955889,3367123,8323012,4375329,3947683,1287875,30763,0,0,2629044,1112376,0.110976276282921,76.0
Altbüron,110468.0,2.5,2.5,34431.0,LU,1122,0.4,0.6139,1.0324857142857142,1.612225,4.22244,6.575399999999999,8.357342857142855,9.472299999999999,10.290266666666668,10.988939999999998,12.332283333333333,13.260171428571427,14.011462499999999,14.5958,15.04112,15.850669999999997,16.542466666666662,17.15621714285714,17.69460875,18.7029934,19.414233833333334,19.9557,20.03664,20.207639999999998,12044450,6513672,5530778,12044450,8502752,3541699,1254746,38801,0,0,2248152,1015647,0.10132610023761736,77.0
Roggliswil,101698.0,1.0,4.4,34028.0,LU,1142,0.4,0.6056666666666666,1.0105714285714285,1.57225,4.1044,6.387333333333332,8.116285714285713,9.197999999999999,9.991555555555555,10.6694,11.972833333333332,12.873142857142856,13.602124999999997,14.16911111111111,14.6012,15.386700000000001,16.058,16.653599999999997,17.176087499999998,18.154734,18.845004999999997,19.707843750000002,20.03664,20.207639999999998,6099066,3487527,2611539,6099066,2765470,3333595,811826,3061,212715,0,2305993,959236,0.09569825253019124,78.0
Schlierbach,120450.0,0.9,7.9,38064.0,LU,1100,0.4,0.56925,0.9136428571428571,1.3954374999999999,3.5823,5.5555,7.050071428571429,7.98475,8.670333333333334,9.256050000000002,10.382958333333333,11.161285714285714,11.79159375,12.281833333333333,12.6554,13.334525,13.915166666666668,14.430485714285716,14.882628125,15.729740500000004,16.327262083333334,17.0741640625,17.51798425,18.414266625,12175561,6084253,6091308,12175561,9429405,2746155,388231,72427,0,0,2285497,821754,0.08198235033891009,79.0
Honau,128478.0,1.3,4.9,44433.0,LU,1057,0.4,0.5702,0.9161714285714286,1.4000499999999998,3.5959200000000004,5.5772,7.077885714285714,8.0164,8.7048,9.29292,10.424433333333335,11.205942857142858,11.838825000000002,12.331066666666668,12.70616,13.388060000000001,13.971066666666667,14.488480000000001,14.9424575,15.7930012,16.392942333333334,17.14286875,17.588486200000002,18.4883979,5414822,5369088,45734,5414822,2694182,2720640,1765375,163816,0,0,791449,819389,0.08174640593395249,80.0
